,Train,Test
lookback_period:5,11.000285183439743,3.337299313356465
lookback_period:10,11.414252945957058,3.3263311756875438
lookback_period:15,11.544300748878342,3.3263311756875438
lookback_period:20,13.145131692598229,3.1719530701303738
