,Train,Test
lookback_period:5,28.65518970004697,5.255560592793153
lookback_period:10,29.901349597789412,5.259364177504624
lookback_period:15,30.356225884682413,5.259364177504624
lookback_period:20,33.97774257409763,5.03404682100472
