,Train,Test
lookback_period:5,0.09097791907569264,0.2997895348283709
lookback_period:10,0.08854576891790265,0.29978953482837084
lookback_period:15,0.08983530127851609,0.2997895348283709
lookback_period:20,0.0963153510939972,0.2943928950531644
