,Train,Test
lookback_period:5,12.56862605010442,3.421793407873505
lookback_period:10,11.642542790845942,3.948957868812565
lookback_period:15,12.408014276455415,3.6683720623877676
lookback_period:20,12.419093882171737,3.463308322137445
