formatted_date,adjclose
2016-01-04,104.69526672363281
2016-01-05,104.51360321044922
2016-01-06,103.50968933105469
2016-01-07,100.2684326171875
2016-01-08,99.44617462158203
2016-01-11,99.75213623046875
2016-01-12,100.9090347290039
2016-01-13,97.42874908447266
2016-01-14,99.5035171508789
2016-01-15,96.41525268554688
2016-01-19,96.62559509277344
2016-01-20,96.32919311523438
2016-01-21,96.42481231689453
2016-01-22,99.2166748046875
2016-01-25,97.7442855834961
2016-01-26,98.62389373779297
2016-01-27,96.16667175292969
2016-01-28,97.52434539794922
2016-01-29,99.5608901977539
2016-02-01,99.82859802246094
2016-02-02,97.66777801513672
2016-02-03,97.19927978515625
2016-02-04,97.18970489501953
2016-02-05,93.81459045410156
2016-02-08,92.38043212890625
2016-02-09,92.09358978271484
2016-02-10,92.44733428955078
2016-02-11,92.31349182128906
2016-02-12,93.7189712524414
2016-02-16,95.83203125
2016-02-17,98.00241088867188
2016-02-18,96.88375854492188
2016-02-19,97.17060089111328
2016-02-22,98.74818420410156
2016-02-23,97.12279510498047
2016-02-24,98.0501937866211
2016-02-25,99.0158920288086
2016-02-26,98.89161682128906
2016-02-29,98.00241088867188
2016-03-01,101.14805603027344
2016-03-02,101.1863021850586
2016-03-03,100.99506378173828
2016-03-04,101.03331756591797
2016-03-07,100.41182708740234
2016-03-08,99.58002471923828
2016-03-09,100.22059631347656
2016-03-10,100.06764221191406
2016-03-11,101.81732177734375
2016-03-14,101.98943328857422
2016-03-15,101.95118713378906
2016-03-16,102.85950469970703
2016-03-17,102.80213928222656
2016-03-18,102.9632568359375
2016-03-21,103.36601257324219
2016-03-22,103.6824722290039
2016-03-23,102.82898712158203
2016-03-24,102.85774993896484
2016-03-28,102.71392059326172
2016-03-29,104.36332702636719
2016-03-30,104.87158203125
2016-03-31,104.71812438964844
2016-04-01,105.83052825927734
2016-04-04,105.42776489257812
2016-04-05,104.41126251220703
2016-04-06,106.12779235839844
2016-04-07,104.60307312011719
2016-04-08,104.5263442993164
2016-04-11,104.14274597167969
2016-04-12,105.0154037475586
2016-04-13,106.35796356201172
2016-04-14,106.36754608154297
2016-04-15,106.09902954101562
2016-04-18,106.66482543945312
2016-04-19,106.01275634765625
2016-04-20,106.09902954101562
2016-04-21,106.108642578125
2016-04-22,104.50714874267578
2016-04-25,104.50714874267578
2016-04-26,103.99890899658203
2016-04-27,103.16461944580078
2016-04-28,101.91797637939453
2016-04-29,101.3809585571289
2016-05-02,102.33993530273438
2016-05-03,101.39056396484375
2016-05-04,100.73845672607422
2016-05-05,100.70967864990234
2016-05-06,101.24669647216797
2016-05-09,101.53437805175781
2016-05-10,102.92489624023438
2016-05-11,101.99468231201172
2016-05-12,101.54399108886719
2016-05-13,101.16998291015625
2016-05-16,102.43582153320312
2016-05-17,101.15081024169922
2016-05-18,101.51521301269531
2016-05-19,100.98779296875
2016-05-20,102.10018920898438
2016-05-23,101.9659423828125
2016-05-24,104.00850677490234
2016-05-25,104.75648498535156
2016-05-26,105.06334686279297
2016-05-27,105.60997009277344
2016-05-31,105.81131744384766
2016-06-01,105.82096099853516
2016-06-02,106.04149627685547
2016-06-03,105.5428466796875
2016-06-06,105.92642211914062
2016-06-07,105.65790557861328
2016-06-08,105.84012603759766
2016-06-09,105.66751098632812
2016-06-10,104.46880340576172
2016-06-13,103.59616088867188
2016-06-14,103.59616088867188
2016-06-15,103.29888916015625
2016-06-16,103.60575103759766
2016-06-17,102.39134979248047
2016-06-20,103.03556060791016
2016-06-21,103.36247253417969
2016-06-22,103.11250305175781
2016-06-23,104.5835952758789
2016-06-24,100.27603149414062
2016-06-27,98.28569793701172
2016-06-28,100.43949127197266
2016-06-29,102.2182846069336
2016-06-30,103.40093994140625
2016-07-01,103.92015075683594
2016-07-05,103.28557586669922
2016-07-06,104.13169860839844
2016-07-07,104.43939208984375
2016-07-08,106.0547103881836
2016-07-11,106.66048431396484
2016-07-12,107.19892120361328
2016-07-13,106.93929290771484
2016-07-14,107.6700439453125
2016-07-15,107.49698638916016
2016-07-18,108.20850372314453
2016-07-19,107.81427001953125
2016-07-20,109.07386016845703
2016-07-21,108.82386779785156
2016-07-22,109.27577209472656
2016-07-25,109.285400390625
2016-07-26,109.41039276123047
2016-07-27,110.16999053955078
2016-07-28,110.55460357666016
2016-07-29,110.79497528076172
2016-08-01,111.38147735595703
2016-08-02,110.53533935546875
2016-08-03,110.9007339477539
2016-08-04,111.21802520751953
2016-08-05,112.28530883789062
2016-08-08,112.16031646728516
2016-08-09,112.419921875
2016-08-10,112.13146209716797
2016-08-11,112.61222839355469
2016-08-12,112.68914794921875
2016-08-15,113.16988372802734
2016-08-16,112.544921875
2016-08-17,112.74683380126953
2016-08-18,112.77567291259766
2016-08-19,112.74683380126953
2016-08-22,112.8333740234375
2016-08-23,113.03529357910156
2016-08-24,112.30452728271484
2016-08-25,112.12185668945312
2016-08-26,112.28530883789062
2016-08-29,112.43916320800781
2016-08-30,112.07376861572266
2016-08-31,111.9583969116211
2016-09-01,112.2468490600586
2016-09-02,112.61222839355469
2016-09-06,113.31414031982422
2016-09-07,113.38143920898438
2016-09-08,112.71797943115234
2016-09-09,109.88153839111328
2016-09-12,111.8526382446289
2016-09-13,110.85265350341797
2016-09-14,111.38147735595703
2016-09-15,113.11222076416016
2016-09-16,113.05823516845703
2016-09-19,112.56663513183594
2016-09-20,112.77871704101562
2016-09-21,113.88719940185547
2016-09-22,114.79327392578125
2016-09-23,114.06070709228516
2016-09-26,113.10643005371094
2016-09-27,114.22457122802734
