,Train,Test
lookback_period:5,0.10088837515002043,0.33993005549443356
lookback_period:10,0.10088837515002058,0.33993005549443384
lookback_period:20,0.1008883751500206,0.33993005549443384
lookback_period:40,0.10088837515002053,0.3399300554944339
lookback_period:60,0.10088837515002046,0.33993005549443406
