,Train,Test
lookback_period:5,2.0741080359974022,0.5383640677321085
lookback_period:10,2.5060443906417573,0.5389839618467779
lookback_period:20,2.4211309161016428,0.5168794388672612
lookback_period:40,2.1609373710996747,0.528192720810872
lookback_period:60,1.9514876799365624,0.5319531190208772
