,Train,Test
lookback_period:5,2.6380306730819822,0.6474444357234423
lookback_period:10,3.0515493902836597,0.6568457549314727
lookback_period:20,2.9031071678403806,0.631208916129064
lookback_period:40,2.644688898298197,0.6436512833870124
lookback_period:60,2.455142671908182,0.6486601299974893
