,Train,Test
lookback_period:5,0.10580572755588546,0.3302439033176789
lookback_period:10,0.10557980534846906,0.3306793359664434
lookback_period:20,0.10595460263239047,0.3309370099827226
lookback_period:40,0.10624103615688339,0.3310409670893318
lookback_period:60,0.10635980230735971,0.3310684005310215
