,Train,Test
lookback_period:5,1.7681287616018222,0.6972910949490038
lookback_period:10,2.184597246502929,0.6979471806062278
lookback_period:20,2.1659430994509807,0.6673468176150832
lookback_period:40,2.000482634398485,0.67683662254022
lookback_period:60,1.8036571090292206,0.6759820892852983
