,Train,Test
lookback_period:5,0.11323230769861489,0.32249392960987927
lookback_period:10,0.1016120384868196,0.31435334782042484
lookback_period:20,0.1043951108333295,0.31391558283669807
lookback_period:40,0.11118393831845506,0.31323066976214553
lookback_period:60,0.11005075007563367,0.31323066976214575
