,Train,Test
lookback_period:5,2.2445859097661125,0.879833767315483
lookback_period:10,2.6497940103040727,0.8914452870684034
lookback_period:20,2.5837377013126623,0.8532280646132787
lookback_period:40,2.4407731784298656,0.8637682254935155
lookback_period:60,2.2669405326992735,0.8640010317236998
