,Train,Test
lookback_period:5,2.055645183780097,0.5178495250143783
lookback_period:10,2.277767158065161,0.6713071231643419
lookback_period:20,2.229787476195299,0.6587440669438972
lookback_period:40,1.8652200759049145,0.7315675861899882
lookback_period:60,1.7349382341270867,0.7645223903460864
