,Train,Test
lookback_period:5,2.2974730583943037,0.4108890362329825
lookback_period:10,2.7958956594259963,0.5482036170389101
lookback_period:20,2.5718497320837312,0.5421466424285679
lookback_period:40,2.0077118860649956,0.6066525525865598
lookback_period:60,1.8883393707697365,0.643684485572611
