,Train,Test
lookback_period:5,0.08702898359929438,0.3164729037324965
lookback_period:10,0.08702898359929427,0.31647290373249654
lookback_period:15,0.08702898359929435,0.31647290373249654
lookback_period:20,0.08702898359929431,0.3164729037324965
