,Train,Test
lookback_period:5,32.234112791038015,5.481507289081126
lookback_period:10,34.87231739380804,5.925226914687571
lookback_period:15,36.135627074123896,6.136522641402913
lookback_period:20,40.528310355912154,5.894950090523143
