,Train,Test
lookback_period:5,0.08903472921314619,0.31248558278688743
lookback_period:10,0.08847666582526305,0.31202505106596945
lookback_period:15,0.08844352856685142,0.31169601841861677
lookback_period:20,0.08853690058143425,0.31192232611720494
